date,call_type,call_count,district,latitude,longitude,response_time,destruction_scale,event_category,event_name,event_radius_km,event_description,anomaly_flag
2024-02-06,Medical,219,Surat,21.2727,72.9075,15.3,3.3,Healthcare,COVID-19 Cluster,129,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-06,Medical,77,Imphal,24.6211,93.7874,11.7,3.0,Healthcare,Swine Flu Cluster,38,H1N1 influenza cases detected requiring enhanced surveillance and medical response.,False
2024-02-06,Medical,69,Mysore,12.3753,76.792,15.3,4.2,Healthcare,Food Poisoning Incident,73,Mass food poisoning incident requiring emergency medical response.,False
2024-02-06,Medical,57,Gwalior,26.3252,77.9829,15.2,4.2,Healthcare,Influenza Outbreak,89,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-06,Medical,54,Pune,18.669,73.8644,10.2,4.0,Healthcare,Leptospirosis Cases,104,Post-flood leptospirosis cases reported in affected areas.,False
2024-02-06,Disaster,50,Jaipur,26.7176,75.9648,28.5,7.7,Natural,Cold Wave,91,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-06,Disaster,62,Varanasi,25.1708,82.9696,21.3,5.2,Natural,Cold Wave,63,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-06,Medical,191,Srinagar,34.1983,74.7719,12.5,3.7,Healthcare,COVID-19 Cluster,142,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-07,Disaster,74,Delhi,28.5204,77.2799,19.7,4.6,Natural,Fog-Related Accidents,33,Fog-Related Accidents requiring emergency response.,False
2024-02-07,Medical,57,Jaipur,26.8924,75.8629,17.7,5.0,Healthcare,Influenza Outbreak,28,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-07,Medical,50,Vadodara,22.2911,73.221,13.5,3.7,Healthcare,Measles Outbreak,134,Measles outbreak reported in communities with low vaccination coverage.,False
2024-02-07,Medical,66,Surat,21.3635,72.689,15.5,4.0,Healthcare,Encephalitis Cluster,33,"Cluster of encephalitis cases reported, primarily affecting children in the region.",False
2024-02-07,Disaster,83,Varanasi,25.3051,82.979,20.2,8.3,Natural,Cold Wave,110,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-02-07,Medical,50,Jodhpur,26.4369,73.087,13.8,3.4,Healthcare,Influenza Outbreak,130,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-07,Medical,76,Thiruvananthapuram,8.6381,76.8314,13.9,2.9,Healthcare,Measles Outbreak,13,Measles outbreak reported in communities with low vaccination coverage.,False
2024-02-07,Medical,118,Gangtok,27.215,88.6199,16.4,4.3,Healthcare,COVID-19 Cluster,25,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-07,Disaster,87,Shimla,30.9428,77.3249,27.6,8.3,Natural,Heavy Snowfall,97,Heavy Snowfall requiring emergency response.,True
2024-02-07,Disaster,73,Vijayawada,16.3908,80.6801,26.9,7.5,Catastrophic,Industrial Accident,53,Accident at industrial facility causing multiple injuries and damage.,False
2024-02-08,Disaster,79,Gwalior,26.1483,78.0006,33.2,5.3,Natural,Cold Wave,113,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-08,Disaster,207,Hyderabad,17.4612,78.671,23.8,8.4,Natural,Earthquake,116,Seismic activity causing structural damage and disruption.,True
2024-02-08,Medical,32,Patna,25.7095,85.0757,12.3,3.3,Healthcare,Influenza Outbreak,150,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-08,Police,32,Bhopal,23.064,77.4895,10.9,9.7,Catastrophic,Tunnel Collapse,45,Collapse in tunnel structure trapping vehicles and people.,True
2024-02-08,Disaster,80,Nagpur,21.1861,79.1458,35.1,8.9,Catastrophic,Mine Collapse,36,Collapse in mining operation trapping workers underground.,True
2024-02-09,Disaster,43,Aizawl,23.7961,92.6339,25.3,5.4,Natural,Cold Wave,129,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-09,Medical,46,Odisha,20.4972,84.5576,16.2,3.9,Healthcare,Encephalitis Cluster,45,"Cluster of encephalitis cases reported, primarily affecting children in the region.",False
2024-02-09,Police,36,Surat,21.3289,72.8759,11.8,6.3,Catastrophic,Tunnel Collapse,81,Collapse in tunnel structure trapping vehicles and people.,False
2024-02-09,Disaster,68,Hyderabad,17.5442,78.3618,23.5,4.5,Natural,Thunderstorm,33,Severe thunderstorm with lightning causing damages and injuries.,False
2024-02-09,Medical,73,Nagpur,21.011,79.0479,12.4,2.2,Healthcare,Dengue Outbreak,56,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2024-02-09,Fire,10,Bhopal,23.3366,77.4981,14.7,6.1,Catastrophic,Factory Explosion,20,Explosion at manufacturing facility causing casualties and structural damage.,False
2024-02-10,Disaster,61,Odisha,20.494,84.6476,34.2,6.4,Natural,Cold Wave,62,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-10,Disaster,142,Delhi,28.6371,77.095,15.4,5.6,Natural,Cold Wave,111,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-10,Disaster,53,Mysore,12.3255,76.6561,30.2,6.7,Natural,Drought,156,Prolonged dry period affecting agriculture and water availability.,False
2024-02-10,Medical,34,Aizawl,23.6309,92.6456,16.0,2.0,Healthcare,Cholera Outbreak,55,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-02-10,Medical,44,Varanasi,25.4103,83.1205,15.3,4.0,Healthcare,Influenza Outbreak,18,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-11,Disaster,75,Chandigarh,30.6745,76.9218,28.2,7.6,Natural,Cold Wave,107,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-11,Disaster,97,Shimla,31.2479,77.1499,30.6,4.7,Natural,Fog-Related Accidents,149,Fog-Related Accidents requiring emergency response.,False
2024-02-11,Disaster,64,Mysore,12.3673,76.5354,26.6,8.7,Natural,River Overflow,150,River exceeding danger levels and breaching banks causing flooding.,True
2024-02-12,Disaster,54,Agra,27.3539,77.9992,24.0,9.2,Natural,Fog-Related Accidents,22,Fog-Related Accidents requiring emergency response.,True
2024-02-12,Fire,32,Agartala,23.9518,91.355,20.5,6.6,Catastrophic,Factory Explosion,15,Explosion at manufacturing facility causing casualties and structural damage.,False
2024-02-12,Disaster,61,Amritsar,31.5843,74.9052,33.0,8.0,Natural,Heavy Snowfall,58,Heavy Snowfall requiring emergency response.,False
2024-02-12,Disaster,86,Amritsar,31.5522,74.7595,30.1,6.4,Natural,Avalanche,27,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-02-12,Medical,32,Ranchi,23.3004,85.4997,12.1,5.8,Healthcare,Swine Flu Cluster,42,H1N1 influenza cases detected requiring enhanced surveillance and medical response.,False
2024-02-12,Disaster,79,Mangalore,13.0942,75.0188,28.6,4.9,Natural,Drought,103,Prolonged dry period affecting agriculture and water availability.,False
2024-02-12,Medical,224,Varanasi,25.2356,83.0437,11.2,3.7,Healthcare,COVID-19 Cluster,39,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-12,Fire,15,Imphal,24.907,93.8939,14.3,9.3,Catastrophic,Structural Failure,41,Critical structural failure in public infrastructure requiring evacuation.,True
2024-02-12,Medical,155,Delhi,28.4725,77.2734,11.2,4.7,Healthcare,COVID-19 Cluster,35,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-12,Disaster,81,Guwahati,26.1652,91.5517,22.9,4.5,Natural,Cold Wave,148,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-12,Fire,40,Goa,15.1264,74.0949,19.2,7.4,Catastrophic,Refinery Fire,148,Fire at oil refinery requiring specialized firefighting and evacuation.,False
2024-02-12,Disaster,79,Kochi,9.9695,76.2306,28.8,5.0,Natural,River Overflow,112,River exceeding danger levels and breaching banks causing flooding.,False
2024-02-12,Disaster,51,Srinagar,34.1728,74.8559,26.9,9.0,Natural,Heavy Snowfall,64,Heavy Snowfall requiring emergency response.,True
2024-02-13,Police,46,Vadodara,22.4541,73.3444,9.4,7.4,Catastrophic,Bridge Collapse,148,Collapse of bridge structure affecting transportation and causing casualties.,False
2024-02-13,Disaster,43,Vadodara,22.4483,73.0442,21.4,7.9,Catastrophic,Power Plant Failure,44,Critical failure at power generation facility affecting power supply.,False
2024-02-13,Medical,277,Dehradun,30.3581,78.0476,17.5,6.9,Healthcare,COVID-19 Cluster,6,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-13,Medical,64,Jaipur,27.0645,75.5958,13.8,3.6,Healthcare,Influenza Outbreak,105,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-13,Medical,66,Thiruvananthapuram,8.6387,76.8851,15.5,2.7,Healthcare,Gastroenteritis Outbreak,7,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-02-13,Police,57,Chennai,13.0638,80.2358,9.7,9.1,Catastrophic,Mine Collapse,68,Collapse in mining operation trapping workers underground.,True
2024-02-13,Medical,131,Gwalior,26.1678,78.2978,11.7,3.0,Healthcare,COVID-19 Cluster,36,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-13,Medical,60,Kochi,9.787,76.2637,11.3,8.0,Catastrophic,Oil Spill,19,Oil spill in water body affecting marine life and coastal communities.,False
2024-02-13,Fire,36,Ranchi,23.4126,85.3094,17.0,7.0,Catastrophic,Structural Failure,140,Critical structural failure in public infrastructure requiring evacuation.,False
2024-02-13,Medical,32,Mysore,12.2583,76.468,16.1,3.4,Healthcare,Hepatitis Outbreak,59,Outbreak of hepatitis cases linked to contaminated water sources.,False
2024-02-13,Police,20,Aizawl,23.6222,92.6677,10.7,7.7,Catastrophic,Oil Spill,8,Oil spill in water body affecting marine life and coastal communities.,False
2024-02-13,Disaster,45,Amritsar,31.6112,74.9912,22.5,7.2,Natural,Heavy Snowfall,75,Heavy Snowfall requiring emergency response.,False
2024-02-14,Fire,23,Surat,21.2063,72.7256,15.0,8.1,Catastrophic,Market Fire,133,Major fire in crowded market area causing property damage and business disruption.,True
2024-02-14,Police,44,Pune,18.6615,73.8657,8.3,8.5,Catastrophic,Stadium Stampede,14,Crowd control incident at stadium leading to injuries.,True
2024-02-14,Disaster,74,Varanasi,25.247,82.9135,22.8,8.5,Natural,Cold Wave,106,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-02-14,Medical,53,Vijayawada,16.6256,80.502,16.1,3.5,Healthcare,Leptospirosis Cases,145,Post-flood leptospirosis cases reported in affected areas.,False
2024-02-14,Disaster,45,Lucknow,26.6617,80.9135,23.4,8.2,Natural,Cold Wave,57,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-02-14,Disaster,66,Guwahati,25.9974,91.9048,27.5,4.7,Natural,Cold Wave,142,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-15,Disaster,86,Amritsar,31.6811,75.0352,21.2,5.4,Natural,Heavy Snowfall,57,Heavy Snowfall requiring emergency response.,False
2024-02-15,Medical,31,Pune,18.7049,73.8331,9.6,6.2,Healthcare,Mumps Cases,90,Multiple mumps cases reported in schools and communities.,False
2024-02-15,Medical,63,Allahabad,25.5745,81.9729,16.4,2.1,Healthcare,Influenza Outbreak,21,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-15,Disaster,54,Lucknow,26.9223,81.0419,21.5,6.0,Natural,Fog-Related Accidents,150,Fog-Related Accidents requiring emergency response.,False
2024-02-15,Medical,184,Visakhapatnam,17.5527,83.0982,17.1,5.0,Healthcare,COVID-19 Cluster,54,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-15,Medical,44,Visakhapatnam,17.5707,83.3368,16.4,4.4,Healthcare,Food Poisoning Incident,107,Mass food poisoning incident requiring emergency medical response.,False
2024-02-15,Fire,23,Bhubaneswar,20.3475,85.9848,18.1,9.2,Catastrophic,Refinery Fire,27,Fire at oil refinery requiring specialized firefighting and evacuation.,True
2024-02-15,Medical,211,Srinagar,33.9512,74.9315,11.9,6.3,Healthcare,COVID-19 Cluster,65,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-15,Disaster,61,Patna,25.7837,85.2786,32.0,5.9,Natural,Cold Wave,129,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-15,Medical,147,Pune,18.6364,73.7493,9.1,5.8,Healthcare,COVID-19 Cluster,6,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-16,Medical,143,Chennai,13.1492,80.1321,10.8,5.5,Healthcare,Cholera Outbreak,77,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-02-16,Disaster,71,Jaipur,26.8787,75.9233,27.0,7.8,Natural,Fog-Related Accidents,18,Fog-Related Accidents requiring emergency response.,False
2024-02-16,Medical,46,Bhopal,23.4189,77.4025,12.7,5.0,Healthcare,Heatstroke Wave,26,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-02-16,Medical,31,Hyderabad,17.2805,78.5212,8.8,5.3,Healthcare,Encephalitis Cluster,129,"Cluster of encephalitis cases reported, primarily affecting children in the region.",False
2024-02-17,Disaster,48,Shillong,25.4721,92.0864,32.3,8.1,Natural,Cold Wave,101,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-02-17,Disaster,52,Goa,15.4447,74.1236,19.0,6.4,Catastrophic,Road Collapse,47,Major road collapse due to structural failure or subsidence.,False
2024-02-17,Disaster,90,Vadodara,22.2355,73.1561,31.7,9.3,Natural,Flash Flood,138,Sudden flooding due to heavy rainfall overwhelming drainage systems.,True
2024-02-17,Medical,34,Mysore,12.0958,76.4703,16.8,2.1,Healthcare,Influenza Outbreak,45,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-17,Disaster,96,Srinagar,33.9013,74.8268,34.0,7.8,Natural,Avalanche,87,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-02-17,Disaster,73,Surat,21.3194,72.979,22.7,9.5,Catastrophic,Structural Failure,139,Critical structural failure in public infrastructure requiring evacuation.,True
2024-02-17,Medical,59,Vijayawada,16.3714,80.4879,16.7,5.8,Healthcare,Hepatitis Outbreak,87,Outbreak of hepatitis cases linked to contaminated water sources.,False
2024-02-18,Medical,124,Leh,34.2437,77.5033,12.8,6.7,Healthcare,COVID-19 Cluster,31,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-18,Disaster,41,Agra,27.2842,78.0496,33.9,5.2,Natural,Cold Wave,76,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-18,Fire,26,Raipur,21.0935,81.6385,16.0,9.7,Catastrophic,Stadium Stampede,20,Crowd control incident at stadium leading to injuries.,True
2024-02-18,Disaster,103,Delhi,28.419,77.2075,18.2,6.2,Natural,Fog-Related Accidents,130,Fog-Related Accidents requiring emergency response.,False
2024-02-18,Medical,36,Surat,21.0511,72.982,12.8,3.7,Healthcare,Hepatitis Outbreak,125,Outbreak of hepatitis cases linked to contaminated water sources.,False
2024-02-18,Disaster,60,Ahmedabad,22.9318,72.4352,15.1,8.5,Catastrophic,Building Collapse,73,Multi-story building collapse trapping residents and causing casualties.,True
2024-02-18,Disaster,100,Odisha,20.3169,84.4132,27.4,8.4,Natural,Cloudburst,110,Extremely heavy rainfall in a short period causing flash flooding in mountainous areas.,True
2024-02-18,Medical,164,Jodhpur,26.2284,72.9514,11.6,5.6,Healthcare,COVID-19 Cluster,137,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-18,Disaster,43,Ahmedabad,22.8783,72.5134,16.8,5.5,Natural,Coastal Flooding,46,Coastal areas inundated due to high tides and storm surge.,False
2024-02-18,Disaster,63,Patna,25.6683,85.2041,29.2,9.3,Natural,Cold Wave,101,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-02-18,Disaster,58,Agra,26.9853,78.1453,25.1,5.0,Natural,Fog-Related Accidents,16,Fog-Related Accidents requiring emergency response.,False
2024-02-19,Disaster,79,Gangtok,27.1797,88.4767,32.8,4.6,Natural,Cold Wave,95,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-02-19,Medical,33,Thiruvananthapuram,8.6382,76.8732,14.3,6.5,Healthcare,Gastroenteritis Outbreak,42,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-02-19,Police,34,Nagpur,21.2115,79.0325,9.6,6.5,Catastrophic,Building Collapse,89,Multi-story building collapse trapping residents and causing casualties.,False
2024-02-19,Police,69,Kolkata,22.4255,88.3402,9.5,7.0,Catastrophic,Construction Site Accident,21,Accident at major construction site requiring emergency response.,False
2024-02-19,Police,94,Kolkata,22.3831,88.43,7.8,7.7,Catastrophic,Gas Leak,81,Toxic gas leak from industrial facility affecting nearby residential areas.,False
2024-02-19,Medical,137,Allahabad,25.5776,81.7823,10.7,5.9,Healthcare,COVID-19 Cluster,128,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-20,Medical,41,Agartala,23.865,91.3639,17.4,6.2,Healthcare,Swine Flu Cluster,51,H1N1 influenza cases detected requiring enhanced surveillance and medical response.,False
2024-02-20,Disaster,66,Dehradun,30.4517,77.8689,31.9,4.9,Natural,Heavy Snowfall,89,Heavy Snowfall requiring emergency response.,False
2024-02-20,Disaster,74,Thiruvananthapuram,8.5471,77.0037,23.2,6.9,Catastrophic,Road Collapse,147,Major road collapse due to structural failure or subsidence.,False
2024-02-20,Medical,59,Agra,27.1752,78.1581,14.9,5.5,Healthcare,Influenza Outbreak,53,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-21,Disaster,62,Varanasi,25.2901,83.1323,26.4,8.6,Natural,Fog-Related Accidents,78,Fog-Related Accidents requiring emergency response.,True
2024-02-21,Medical,63,Udaipur,24.6049,73.8624,14.7,5.4,Healthcare,Swine Flu Cluster,41,H1N1 influenza cases detected requiring enhanced surveillance and medical response.,False
2024-02-21,Medical,226,Guwahati,25.9946,91.8837,13.5,6.8,Healthcare,COVID-19 Cluster,124,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-21,Medical,349,Kolkata,22.4026,88.2873,8.6,4.7,Healthcare,COVID-19 Cluster,81,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-21,Disaster,48,Allahabad,25.6297,81.7716,30.8,5.3,Natural,Fog-Related Accidents,28,Fog-Related Accidents requiring emergency response.,False
2024-02-21,Disaster,76,Kohima,25.5914,93.9523,20.1,4.8,Natural,Fog-Related Accidents,10,Fog-Related Accidents requiring emergency response.,False
2024-02-21,Medical,134,Kohima,25.5372,94.0414,13.5,4.9,Healthcare,COVID-19 Cluster,113,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-21,Police,45,Odisha,20.6501,84.3229,12.1,7.9,Catastrophic,Road Collapse,26,Major road collapse due to structural failure or subsidence.,False
2024-02-21,Police,58,Mangalore,12.7614,74.7912,9.6,6.7,Catastrophic,Tunnel Collapse,98,Collapse in tunnel structure trapping vehicles and people.,False
2024-02-22,Medical,92,Bengaluru,13.1384,77.6711,10.9,7.0,Healthcare,Food Poisoning Incident,6,Mass food poisoning incident requiring emergency medical response.,False
2024-02-22,Disaster,63,Patna,25.7131,85.0498,33.9,6.3,Natural,Fog-Related Accidents,71,Fog-Related Accidents requiring emergency response.,False
2024-02-22,Disaster,67,Kochi,9.9613,76.1628,19.9,8.9,Natural,Heatwave,117,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-02-22,Medical,76,Indore,22.6182,75.6864,10.6,7.3,Catastrophic,Power Plant Failure,129,Critical failure at power generation facility affecting power supply.,False
2024-02-22,Medical,135,Jodhpur,26.1879,73.1239,14.7,2.3,Healthcare,COVID-19 Cluster,29,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-22,Medical,33,Agra,27.2463,77.839,13.3,5.6,Healthcare,Influenza Outbreak,15,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-23,Disaster,75,Ranchi,23.1965,85.3261,28.2,7.8,Catastrophic,Gas Leak,47,Toxic gas leak from industrial facility affecting nearby residential areas.,False
2024-02-23,Medical,99,Shimla,30.9681,77.0387,11.4,2.6,Healthcare,COVID-19 Cluster,121,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-23,Medical,61,Imphal,24.6698,94.0811,15.0,6.7,Healthcare,Mumps Cases,66,Multiple mumps cases reported in schools and communities.,False
2024-02-23,Police,53,Kochi,9.9153,76.1626,11.8,9.1,Catastrophic,Industrial Accident,9,Accident at industrial facility causing multiple injuries and damage.,True
2024-02-23,Medical,60,Pune,18.5964,74.0027,10.6,2.5,Healthcare,Influenza Outbreak,15,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-23,Disaster,69,Pune,18.5157,73.8704,17.0,5.8,Natural,Landslide,96,Landslide triggered by heavy rainfall blocking roads and damaging structures.,False
2024-02-23,Disaster,87,Shillong,25.6018,91.9455,30.7,4.5,Natural,Fog-Related Accidents,40,Fog-Related Accidents requiring emergency response.,False
2024-02-24,Disaster,47,Srinagar,34.2693,74.6599,32.4,4.0,Natural,Avalanche,39,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-02-24,Medical,232,Gwalior,26.3278,78.3359,10.7,3.6,Healthcare,COVID-19 Cluster,97,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-24,Police,59,Imphal,24.6309,93.8796,11.0,6.2,Catastrophic,Dam Breach,74,Partial breach of dam structure causing downstream flooding concerns.,False
2024-02-24,Medical,42,Allahabad,25.3627,81.9429,11.2,2.1,Healthcare,Influenza Outbreak,24,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-24,Police,23,Thiruvananthapuram,8.4024,76.8627,9.7,7.2,Catastrophic,Oil Spill,8,Oil spill in water body affecting marine life and coastal communities.,False
2024-02-24,Disaster,65,Gangtok,27.1868,88.7923,23.9,9.3,Natural,Fog-Related Accidents,102,Fog-Related Accidents requiring emergency response.,True
2024-02-24,Medical,35,Imphal,24.7023,94.011,15.0,5.1,Healthcare,Cholera Outbreak,136,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-02-24,Disaster,98,Amritsar,31.4969,74.8549,30.1,5.4,Natural,Avalanche,89,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-02-24,Disaster,100,Odisha,20.42,84.3617,27.7,9.1,Natural,Heavy Rainfall,85,Unusually heavy rainfall causing urban flooding and infrastructure damage.,True
2024-02-24,Medical,55,Agra,27.2491,77.8352,11.5,6.8,Healthcare,Influenza Outbreak,112,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-25,Disaster,88,Nagpur,21.0308,79.1704,36.3,5.1,Natural,Flash Flood,22,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2024-02-25,Disaster,57,Ahmedabad,23.1791,72.3884,24.4,4.0,Natural,Flash Flood,84,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2024-02-25,Medical,45,Aizawl,23.5536,92.5355,14.9,4.4,Healthcare,Swine Flu Cluster,58,H1N1 influenza cases detected requiring enhanced surveillance and medical response.,False
2024-02-25,Medical,31,Agra,27.2314,78.153,12.7,6.8,Healthcare,Influenza Outbreak,105,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-26,Medical,72,Patna,25.7286,85.0816,12.9,5.8,Healthcare,Influenza Outbreak,16,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-26,Medical,51,Ranchi,23.1761,85.494,15.0,3.7,Healthcare,Gastroenteritis Outbreak,17,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-02-26,Medical,71,Coimbatore,11.21,77.0665,11.6,3.1,Healthcare,Heatstroke Wave,136,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-02-26,Fire,40,Ahmedabad,23.2072,72.5509,11.6,9.1,Catastrophic,Stadium Stampede,62,Crowd control incident at stadium leading to injuries.,True
2024-02-26,Disaster,144,Imphal,24.8691,93.9262,34.8,7.6,Natural,Cyclone,120,Tropical cyclone making landfall with strong winds and heavy rainfall causing widespread damage.,False
2024-02-26,Medical,79,Bhubaneswar,20.2739,85.7623,11.8,5.9,Healthcare,Gastroenteritis Outbreak,135,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-02-26,Disaster,73,Ahmedabad,23.0921,72.7226,16.9,7.9,Natural,Drought,173,Prolonged dry period affecting agriculture and water availability.,False
2024-02-26,Disaster,44,Kochi,10.0627,76.1303,30.7,5.0,Natural,Cloudburst,106,Extremely heavy rainfall in a short period causing flash flooding in mountainous areas.,False
2024-02-27,Medical,53,Bhopal,23.29,77.5093,15.7,4.1,Healthcare,Gastroenteritis Outbreak,133,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-02-27,Disaster,106,Chennai,13.0138,80.1882,15.5,7.4,Catastrophic,Building Collapse,126,Multi-story building collapse trapping residents and causing casualties.,False
2024-02-27,Medical,55,Mangalore,12.7886,74.7023,14.4,4.1,Healthcare,Heatstroke Wave,127,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-02-27,Medical,508,Delhi,28.5021,77.0407,9.7,6.1,Healthcare,COVID-19 Cluster,64,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-27,Fire,17,Mangalore,12.8732,74.7637,13.7,8.3,Catastrophic,Industrial Fire,40,Major fire at industrial facility requiring evacuation and specialized response.,True
2024-02-27,Fire,25,Bhopal,23.1124,77.6009,15.9,7.0,Catastrophic,Industrial Fire,137,Major fire at industrial facility requiring evacuation and specialized response.,False
2024-02-27,Medical,126,Visakhapatnam,17.5661,83.1787,12.1,3.1,Healthcare,COVID-19 Cluster,108,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-27,Disaster,301,Udaipur,24.6863,73.7439,27.8,6.5,Natural,Earthquake,26,Seismic activity causing structural damage and disruption.,True
2024-02-28,Medical,113,Surat,21.0975,72.6806,15.1,5.8,Healthcare,COVID-19 Cluster,77,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-28,Medical,38,Chandigarh,30.575,76.9496,16.4,3.8,Healthcare,Influenza Outbreak,87,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-28,Medical,153,Delhi,28.6746,77.0788,10.8,6.2,Healthcare,Influenza Outbreak,85,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-02-28,Police,39,Udaipur,24.7519,73.5142,11.9,6.7,Catastrophic,Bridge Collapse,70,Collapse of bridge structure affecting transportation and causing casualties.,False
2024-02-28,Disaster,96,Agra,27.0116,78.036,20.8,9.1,Natural,Fog-Related Accidents,53,Fog-Related Accidents requiring emergency response.,True
2024-02-28,Medical,254,Lucknow,26.9976,80.9922,12.4,4.5,Healthcare,COVID-19 Cluster,71,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-28,Medical,203,Amritsar,31.4379,75.0583,14.5,2.5,Healthcare,COVID-19 Cluster,139,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-02-28,Fire,36,Pune,18.4133,73.7645,13.9,6.0,Catastrophic,Stadium Stampede,75,Crowd control incident at stadium leading to injuries.,False
2024-02-28,Disaster,49,Jodhpur,26.2313,73.015,29.9,4.3,Natural,Fog-Related Accidents,18,Fog-Related Accidents requiring emergency response.,False
2024-02-28,Medical,37,Mysore,12.2587,76.5477,15.8,3.3,Healthcare,Measles Outbreak,115,Measles outbreak reported in communities with low vaccination coverage.,False
2024-02-29,Medical,56,Jaipur,26.8678,75.9398,15.6,3.6,Healthcare,Influenza Outbreak,89,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
